Reel ID,Product ID,User ID,Category,Hashtags,Keywords,Visual Features,Likes,Shares,Comments,Purchase Count
reel_291,product_4,user_29,Sports,"#shopnow, #discount",exclusive,modern,735,228,232,25
reel_292,product_772,user_70,Home Decor,"#sale, #new","stylish, popular, exclusive",modern,224,376,76,112
reel_293,product_638,user_194,Beauty,"#trending, #new, #discount","stylish, exclusive",vintage,384,288,115,190
reel_294,product_262,user_140,Home Decor,#sale,"stylish, exclusive",modern,402,436,153,65
reel_295,product_742,user_79,Electronics,#shopnow,exclusive,luxury,637,149,102,152
reel_296,product_552,user_120,Beauty,"#sale, #shopnow, #discount",exclusive,vintage,129,276,193,130
reel_297,product_428,user_188,Sports,"#trending, #discount, #sale",innovative,colorful,52,197,165,199
reel_298,product_10,user_62,Beauty,#shopnow,"affordable, stylish, popular",colorful,683,69,89,43
reel_299,product_76,user_76,Home Decor,"#discount, #sale, #new",affordable,modern,729,111,173,96
reel_300,product_884,user_159,Home Decor,"#trending, #sale, #shopnow","affordable, exclusive, stylish",luxury,671,3,121,41
reel_301,product_904,user_163,Beauty,"#new, #sale, #discount","exclusive, innovative, affordable",minimalistic,709,349,142,5
reel_302,product_546,user_135,Electronics,#sale,"stylish, exclusive, affordable",luxury,415,330,105,166
reel_303,product_835,user_166,Beauty,#new,exclusive,minimalistic,246,445,122,179
reel_304,product_583,user_148,Beauty,"#sale, #trending, #discount",innovative,vintage,835,317,8,22
reel_305,product_149,user_138,Beauty,"#discount, #shopnow","innovative, stylish",luxury,438,349,261,88
reel_306,product_128,user_106,Fashion,"#discount, #shopnow, #trending","stylish, innovative, affordable",colorful,202,94,72,122
reel_307,product_309,user_130,Sports,#discount,"popular, affordable, exclusive",minimalistic,183,151,222,177
reel_308,product_899,user_85,Home Decor,"#sale, #shopnow, #new","innovative, popular, affordable",vintage,122,310,40,170
reel_309,product_797,user_73,Home Decor,"#shopnow, #sale, #new",innovative,colorful,400,136,203,146
reel_310,product_861,user_73,Home Decor,"#sale, #shopnow, #trending","popular, exclusive",colorful,766,246,263,196
reel_311,product_899,user_37,Sports,"#sale, #new, #discount",exclusive,colorful,293,386,177,50
reel_312,product_211,user_43,Beauty,"#shopnow, #sale",popular,vintage,279,242,83,10
reel_313,product_250,user_190,Home Decor,"#discount, #shopnow",affordable,modern,836,30,110,11
reel_314,product_103,user_98,Beauty,"#sale, #discount",popular,vintage,883,39,250,73
reel_315,product_781,user_46,Electronics,#shopnow,exclusive,luxury,609,228,6,7
reel_316,product_885,user_28,Sports,#trending,popular,vintage,197,35,83,151
reel_317,product_407,user_16,Home Decor,"#discount, #new, #shopnow","affordable, stylish",minimalistic,981,407,207,40
reel_318,product_621,user_169,Beauty,#new,affordable,minimalistic,906,222,21,163
reel_319,product_155,user_21,Fashion,"#new, #sale, #shopnow","stylish, popular",luxury,510,5,2,84
reel_320,product_930,user_155,Beauty,"#trending, #sale, #discount","popular, affordable",minimalistic,751,321,126,71
reel_321,product_865,user_168,Beauty,#shopnow,"popular, innovative, affordable",minimalistic,143,467,296,54
reel_322,product_977,user_177,Electronics,"#discount, #sale, #trending","affordable, popular",minimalistic,608,219,187,136
reel_323,product_811,user_8,Beauty,#new,stylish,vintage,200,74,13,46
reel_324,product_882,user_68,Fashion,#discount,"affordable, innovative",minimalistic,123,3,11,142
reel_325,product_25,user_154,Sports,"#shopnow, #trending, #sale",popular,modern,186,334,86,175
reel_326,product_737,user_27,Beauty,#trending,"stylish, popular, innovative",colorful,325,133,11,103
reel_327,product_333,user_76,Electronics,"#new, #trending, #sale","stylish, exclusive, popular",vintage,463,117,24,41
reel_328,product_931,user_33,Beauty,#shopnow,"popular, stylish",modern,348,368,242,59
reel_329,product_803,user_167,Sports,#shopnow,"innovative, stylish, exclusive",minimalistic,770,93,121,197
reel_330,product_865,user_155,Home Decor,"#shopnow, #sale",affordable,minimalistic,659,485,146,11
reel_331,product_811,user_162,Fashion,"#sale, #new",exclusive,minimalistic,763,434,54,129
reel_332,product_267,user_34,Electronics,#trending,"stylish, innovative",colorful,954,61,237,6
reel_333,product_788,user_88,Home Decor,"#shopnow, #discount, #trending","popular, affordable",minimalistic,931,440,172,79
reel_334,product_109,user_83,Home Decor,"#trending, #shopnow","exclusive, affordable, popular",minimalistic,402,193,220,130
reel_335,product_873,user_136,Home Decor,#new,"affordable, popular",luxury,345,334,118,108
reel_336,product_859,user_48,Home Decor,"#sale, #trending, #discount","exclusive, popular, innovative",vintage,962,202,182,2
reel_337,product_223,user_89,Home Decor,"#discount, #new","affordable, innovative, popular",vintage,510,391,287,26
reel_338,product_817,user_57,Electronics,"#new, #trending, #shopnow",stylish,modern,146,25,299,113
reel_339,product_461,user_150,Beauty,"#new, #shopnow, #trending","popular, exclusive",colorful,147,434,81,106
reel_340,product_306,user_90,Home Decor,#sale,innovative,minimalistic,863,172,210,39
reel_341,product_796,user_107,Home Decor,"#trending, #shopnow",stylish,colorful,710,299,149,160
reel_342,product_228,user_62,Electronics,"#discount, #new, #trending","stylish, exclusive, innovative",luxury,819,132,36,128
reel_343,product_24,user_162,Fashion,#new,"stylish, innovative, popular",colorful,488,325,58,7
reel_344,product_194,user_94,Fashion,"#discount, #shopnow","affordable, innovative, popular",vintage,928,409,130,100
reel_345,product_329,user_168,Home Decor,"#new, #discount","exclusive, stylish, popular",colorful,935,117,201,159
reel_346,product_865,user_74,Sports,"#sale, #trending, #new","exclusive, popular, innovative",luxury,639,323,242,123
reel_347,product_967,user_190,Fashion,"#sale, #new, #shopnow",affordable,colorful,550,274,34,175
reel_348,product_280,user_197,Sports,"#trending, #new, #discount","popular, exclusive, affordable",luxury,337,211,92,106
reel_349,product_642,user_93,Fashion,"#sale, #shopnow, #discount","exclusive, affordable",colorful,871,224,206,100
reel_350,product_400,user_57,Electronics,"#sale, #discount, #new","exclusive, stylish, popular",modern,640,19,212,3
reel_351,product_982,user_77,Home Decor,#sale,"stylish, popular",minimalistic,778,112,158,197
reel_352,product_537,user_106,Electronics,"#new, #discount, #shopnow","affordable, popular",vintage,987,139,23,109
reel_353,product_940,user_194,Home Decor,#new,"popular, stylish",vintage,952,46,292,18
reel_354,product_116,user_164,Home Decor,"#trending, #new",innovative,colorful,472,0,3,31
reel_355,product_971,user_161,Home Decor,#discount,"affordable, innovative, popular",colorful,945,89,219,136
reel_356,product_179,user_28,Beauty,"#shopnow, #sale, #trending","innovative, affordable",colorful,150,141,19,11
reel_357,product_963,user_51,Electronics,"#shopnow, #sale","popular, exclusive, stylish",luxury,414,319,151,138
reel_358,product_266,user_129,Electronics,"#trending, #shopnow, #new","popular, exclusive, innovative",colorful,989,37,49,45
reel_359,product_109,user_175,Sports,#discount,"innovative, stylish, exclusive",modern,297,292,176,118
reel_360,product_435,user_111,Fashion,#trending,"popular, exclusive",colorful,610,381,95,15
reel_361,product_729,user_21,Sports,"#shopnow, #trending, #new","affordable, exclusive, innovative",colorful,262,138,104,128
reel_362,product_314,user_170,Beauty,"#discount, #new, #sale",stylish,minimalistic,763,355,249,62
reel_363,product_607,user_171,Beauty,#discount,"stylish, innovative, popular",modern,143,332,116,108
reel_364,product_512,user_58,Fashion,#sale,"exclusive, stylish",colorful,345,490,227,118
reel_365,product_386,user_153,Sports,"#new, #trending","affordable, popular, stylish",vintage,623,258,65,20
reel_366,product_577,user_55,Electronics,#trending,"affordable, exclusive",modern,571,160,261,157
reel_367,product_255,user_182,Fashion,"#new, #discount, #trending","affordable, stylish",modern,880,389,294,12
reel_368,product_709,user_30,Fashion,"#sale, #shopnow","innovative, exclusive, stylish",luxury,1,177,242,161
reel_369,product_2,user_88,Home Decor,"#new, #sale, #shopnow","affordable, stylish, exclusive",vintage,896,9,185,3
reel_370,product_926,user_190,Sports,"#new, #shopnow, #discount",affordable,vintage,303,260,245,155
reel_371,product_539,user_45,Electronics,"#shopnow, #trending, #discount",affordable,luxury,253,406,124,101
reel_372,product_720,user_91,Home Decor,"#discount, #new, #shopnow",stylish,modern,651,137,267,58
reel_373,product_742,user_70,Fashion,"#sale, #new, #trending","affordable, stylish, innovative",vintage,452,171,130,127
reel_374,product_671,user_6,Beauty,#shopnow,"popular, exclusive, innovative",luxury,36,385,236,26
reel_375,product_365,user_11,Home Decor,"#new, #shopnow",popular,luxury,159,12,17,68
reel_376,product_70,user_101,Fashion,"#discount, #sale","stylish, affordable, innovative",luxury,8,167,39,24
reel_377,product_665,user_48,Beauty,"#trending, #discount, #sale","popular, affordable, exclusive",luxury,232,129,20,130
reel_378,product_331,user_199,Fashion,#sale,popular,minimalistic,98,83,224,96
reel_379,product_314,user_75,Home Decor,"#new, #trending, #sale",innovative,luxury,658,320,281,195
reel_380,product_849,user_6,Electronics,#trending,"popular, affordable",vintage,815,318,7,24
reel_381,product_720,user_187,Beauty,"#shopnow, #sale",exclusive,vintage,207,100,99,147
reel_382,product_301,user_168,Electronics,"#trending, #discount, #shopnow","affordable, popular",modern,130,328,239,161
reel_383,product_310,user_130,Beauty,"#sale, #discount, #new",popular,colorful,403,272,86,153
reel_384,product_409,user_159,Sports,"#discount, #trending","stylish, innovative, popular",luxury,151,264,297,125
reel_385,product_403,user_28,Fashion,"#trending, #discount, #sale","stylish, affordable",luxury,53,458,13,132
reel_386,product_296,user_58,Fashion,#sale,"popular, innovative, affordable",colorful,119,398,1,188
reel_387,product_128,user_166,Sports,#shopnow,"stylish, exclusive, affordable",colorful,672,407,292,8
reel_388,product_421,user_140,Fashion,"#trending, #shopnow, #new","affordable, stylish",vintage,919,37,40,115
reel_389,product_941,user_28,Electronics,"#sale, #trending, #shopnow","exclusive, popular, innovative",vintage,627,418,110,177
reel_390,product_678,user_142,Home Decor,#new,affordable,minimalistic,586,93,13,133
reel_391,product_903,user_90,Electronics,#shopnow,affordable,colorful,624,94,230,59
reel_392,product_616,user_2,Sports,"#shopnow, #sale","affordable, popular, exclusive",modern,967,304,83,171
reel_393,product_301,user_16,Home Decor,"#new, #sale, #discount","affordable, innovative, popular",colorful,419,68,129,120
reel_394,product_548,user_52,Beauty,"#shopnow, #discount","affordable, popular",modern,421,317,230,138
reel_395,product_1,user_167,Home Decor,"#trending, #shopnow","exclusive, innovative, stylish",luxury,103,443,144,193
reel_396,product_287,user_110,Beauty,"#shopnow, #trending","exclusive, innovative, affordable",minimalistic,851,235,27,174
reel_397,product_430,user_146,Home Decor,"#trending, #new, #sale","innovative, popular",luxury,253,433,65,107
reel_398,product_580,user_106,Electronics,"#new, #discount, #shopnow","exclusive, popular",vintage,226,333,162,107
reel_399,product_655,user_23,Sports,"#sale, #trending, #discount","stylish, innovative, popular",modern,111,372,228,130
reel_400,product_465,user_58,Beauty,"#trending, #sale","innovative, exclusive",vintage,509,375,260,75
reel_401,product_443,user_61,Sports,#trending,affordable,modern,472,458,163,29
reel_402,product_214,user_10,Beauty,"#shopnow, #discount, #sale","popular, affordable",vintage,98,136,286,20
reel_403,product_474,user_84,Electronics,"#sale, #trending, #discount",innovative,minimalistic,152,417,9,155
reel_404,product_902,user_159,Beauty,"#shopnow, #sale, #new","affordable, exclusive",colorful,860,75,194,189
reel_405,product_797,user_92,Fashion,"#sale, #shopnow, #trending","innovative, affordable, popular",luxury,913,482,117,160
reel_406,product_170,user_23,Fashion,"#trending, #sale, #new","innovative, popular, stylish",colorful,895,34,269,162
reel_407,product_85,user_182,Fashion,"#discount, #shopnow, #trending",innovative,luxury,877,0,79,179
reel_408,product_516,user_120,Electronics,#shopnow,stylish,colorful,337,295,92,33
reel_409,product_633,user_4,Fashion,"#trending, #discount",affordable,luxury,705,319,265,40
reel_410,product_336,user_104,Beauty,"#new, #sale","popular, exclusive",vintage,821,405,256,50
reel_411,product_819,user_49,Home Decor,"#trending, #new","stylish, innovative",minimalistic,162,59,132,174
reel_412,product_752,user_29,Home Decor,"#trending, #sale",affordable,modern,719,319,275,81
reel_413,product_673,user_86,Fashion,"#shopnow, #discount",stylish,vintage,956,348,263,57
reel_414,product_225,user_123,Electronics,"#trending, #sale","affordable, innovative",vintage,680,327,170,74
reel_415,product_200,user_49,Fashion,"#sale, #shopnow, #new","stylish, popular, exclusive",modern,995,266,0,184
reel_416,product_25,user_84,Beauty,#discount,stylish,colorful,160,360,63,22
reel_417,product_245,user_133,Beauty,"#trending, #new, #shopnow","exclusive, affordable",luxury,579,228,283,175
reel_418,product_476,user_18,Beauty,"#sale, #trending",popular,vintage,800,269,120,127
reel_419,product_850,user_195,Sports,"#shopnow, #new","stylish, popular",vintage,397,315,106,149
reel_420,product_73,user_14,Home Decor,"#shopnow, #discount","innovative, exclusive, stylish",colorful,276,285,174,16
reel_421,product_415,user_106,Home Decor,"#new, #shopnow, #discount","exclusive, stylish, affordable",vintage,815,290,203,68
reel_422,product_630,user_102,Fashion,"#trending, #discount","exclusive, affordable, innovative",luxury,915,212,164,107
reel_423,product_195,user_198,Electronics,"#shopnow, #discount, #sale",innovative,modern,503,164,119,138
reel_424,product_697,user_111,Home Decor,"#shopnow, #discount","stylish, affordable, innovative",minimalistic,895,4,43,93
reel_425,product_495,user_79,Fashion,"#new, #shopnow","popular, innovative, exclusive",minimalistic,391,338,155,14
reel_426,product_244,user_95,Electronics,"#discount, #trending, #new",innovative,modern,134,378,206,90
reel_427,product_657,user_128,Fashion,#trending,innovative,modern,194,77,107,162
reel_428,product_6,user_197,Fashion,"#trending, #sale",affordable,modern,400,409,250,32
reel_429,product_751,user_51,Sports,#shopnow,"popular, affordable",colorful,639,61,129,124
reel_430,product_771,user_4,Sports,"#new, #sale","stylish, popular, affordable",minimalistic,32,131,292,15
reel_431,product_107,user_158,Home Decor,#discount,"stylish, affordable",vintage,687,88,19,161
reel_432,product_426,user_69,Home Decor,"#sale, #shopnow, #discount","popular, exclusive, affordable",colorful,459,236,281,65
reel_433,product_176,user_147,Beauty,"#shopnow, #discount",affordable,luxury,954,41,284,167
reel_434,product_958,user_126,Home Decor,#sale,affordable,modern,882,88,0,155
reel_435,product_518,user_155,Sports,"#trending, #new","affordable, exclusive",vintage,469,401,118,46
reel_436,product_51,user_148,Home Decor,#shopnow,exclusive,minimalistic,374,295,34,166
reel_437,product_250,user_67,Fashion,#discount,stylish,vintage,21,327,197,197
reel_438,product_849,user_9,Fashion,"#shopnow, #new","innovative, affordable, popular",colorful,749,294,244,147
reel_439,product_457,user_110,Beauty,"#shopnow, #sale, #discount","affordable, exclusive",vintage,669,103,58,123
reel_440,product_802,user_163,Electronics,"#discount, #shopnow, #sale","stylish, innovative, popular",modern,37,13,160,0
reel_441,product_668,user_36,Electronics,#shopnow,"stylish, popular",minimalistic,229,287,178,199
reel_442,product_988,user_156,Home Decor,"#trending, #sale","affordable, stylish",minimalistic,364,178,205,86
reel_443,product_596,user_93,Fashion,"#shopnow, #trending, #new",affordable,minimalistic,562,124,11,127
reel_444,product_951,user_140,Home Decor,#sale,innovative,minimalistic,437,421,275,190
reel_445,product_892,user_127,Beauty,"#trending, #sale","affordable, popular",colorful,775,352,180,66
reel_446,product_613,user_163,Beauty,#sale,affordable,colorful,282,22,241,3
reel_447,product_720,user_13,Home Decor,"#discount, #new",popular,vintage,26,62,215,185
reel_448,product_505,user_156,Fashion,"#discount, #shopnow, #new","popular, affordable",colorful,225,142,250,152
reel_449,product_831,user_92,Fashion,#shopnow,"popular, stylish, exclusive",minimalistic,276,480,298,46
reel_450,product_548,user_59,Beauty,#sale,"affordable, stylish, innovative",luxury,797,152,125,37
reel_451,product_898,user_9,Sports,#shopnow,"exclusive, affordable",vintage,608,144,216,142
reel_452,product_744,user_40,Electronics,"#shopnow, #new","stylish, exclusive",luxury,283,224,284,190
reel_453,product_475,user_9,Sports,"#new, #trending","innovative, popular, affordable",minimalistic,878,494,184,20
reel_454,product_260,user_187,Fashion,"#trending, #discount, #shopnow",stylish,luxury,959,449,38,56
reel_455,product_248,user_104,Beauty,"#sale, #new, #shopnow","innovative, affordable",vintage,480,461,222,116
reel_456,product_638,user_198,Home Decor,"#shopnow, #sale","exclusive, stylish",colorful,452,308,183,180
reel_457,product_766,user_109,Sports,"#sale, #new, #trending",innovative,minimalistic,828,103,177,45
reel_458,product_522,user_51,Fashion,#shopnow,exclusive,modern,815,103,293,141
reel_459,product_627,user_151,Sports,"#shopnow, #new","innovative, popular, exclusive",vintage,658,434,150,144
reel_460,product_275,user_39,Beauty,"#discount, #shopnow, #new","popular, innovative",colorful,515,38,125,38
reel_461,product_78,user_72,Electronics,"#trending, #new","innovative, affordable",luxury,546,434,233,136
reel_462,product_286,user_157,Sports,"#discount, #sale","innovative, stylish",minimalistic,191,197,7,98
reel_463,product_272,user_174,Home Decor,"#sale, #new","affordable, innovative",modern,48,133,128,76
reel_464,product_320,user_67,Electronics,#discount,"popular, innovative",modern,511,66,263,114
reel_465,product_541,user_25,Sports,"#trending, #shopnow, #discount",stylish,colorful,16,390,156,133
reel_466,product_139,user_74,Home Decor,"#new, #sale","exclusive, innovative, stylish",luxury,171,178,4,150
reel_467,product_232,user_178,Sports,"#new, #trending, #discount","innovative, affordable",vintage,219,455,85,186
reel_468,product_694,user_149,Beauty,#discount,"innovative, stylish, exclusive",vintage,157,41,174,90
reel_469,product_707,user_179,Electronics,"#new, #sale, #shopnow","popular, affordable, stylish",modern,476,447,289,97
reel_470,product_65,user_78,Sports,#discount,affordable,vintage,45,499,192,119
reel_471,product_408,user_195,Home Decor,"#new, #trending",exclusive,minimalistic,372,14,118,45
reel_472,product_543,user_100,Electronics,"#new, #trending, #shopnow",stylish,minimalistic,517,110,217,37
reel_473,product_416,user_100,Beauty,"#trending, #discount, #new","exclusive, popular, innovative",luxury,98,156,113,141
reel_474,product_207,user_185,Beauty,#trending,"popular, stylish, exclusive",colorful,891,288,144,99
reel_475,product_421,user_104,Fashion,"#trending, #new, #sale","innovative, exclusive, popular",luxury,744,499,25,71
reel_476,product_905,user_161,Fashion,#trending,"popular, exclusive",colorful,36,477,135,189
reel_477,product_585,user_146,Electronics,#shopnow,popular,colorful,279,230,231,34
reel_478,product_696,user_16,Electronics,"#trending, #sale",exclusive,colorful,348,410,75,146
reel_479,product_857,user_121,Fashion,#sale,affordable,luxury,496,419,288,29
reel_480,product_766,user_165,Electronics,"#discount, #sale, #new","innovative, popular, stylish",modern,301,156,0,77
reel_481,product_381,user_110,Electronics,#discount,"innovative, stylish",minimalistic,180,37,146,83
reel_482,product_6,user_65,Home Decor,"#shopnow, #new","affordable, innovative",colorful,606,440,286,112
reel_483,product_352,user_17,Electronics,"#shopnow, #new","popular, innovative, exclusive",modern,98,96,141,24
reel_484,product_754,user_133,Beauty,"#trending, #new","popular, stylish, exclusive",luxury,699,484,52,167
reel_485,product_854,user_62,Electronics,"#trending, #shopnow","innovative, affordable",minimalistic,992,410,68,87
reel_486,product_954,user_121,Electronics,#shopnow,"popular, innovative, affordable",luxury,115,438,89,13
reel_487,product_420,user_86,Sports,"#discount, #sale","popular, affordable",vintage,190,288,219,153
reel_488,product_748,user_138,Sports,"#new, #discount, #shopnow",stylish,modern,252,253,191,101
reel_489,product_547,user_71,Beauty,#discount,"stylish, exclusive, innovative",colorful,980,195,62,149
reel_490,product_604,user_9,Fashion,#shopnow,popular,luxury,927,85,72,175
reel_491,product_221,user_175,Sports,"#new, #sale","exclusive, stylish",colorful,982,321,160,82
reel_492,product_220,user_71,Beauty,#trending,affordable,modern,160,9,168,109
reel_493,product_436,user_200,Sports,"#shopnow, #sale","exclusive, popular, innovative",modern,255,4,88,178
reel_494,product_30,user_55,Sports,"#new, #shopnow","affordable, innovative",minimalistic,322,122,175,130
reel_495,product_337,user_197,Sports,#shopnow,"stylish, innovative, popular",vintage,127,329,268,169
reel_496,product_680,user_190,Fashion,"#trending, #new",exclusive,vintage,17,352,72,18
reel_497,product_405,user_16,Sports,"#shopnow, #new","affordable, popular",luxury,792,117,244,27
reel_498,product_166,user_128,Electronics,"#trending, #discount",stylish,luxury,734,293,76,172
reel_499,product_468,user_73,Beauty,"#trending, #discount","exclusive, popular",minimalistic,565,396,158,70
reel_500,product_128,user_161,Sports,"#new, #shopnow, #trending",affordable,modern,569,158,97,62
reel_501,product_623,user_136,Beauty,"#discount, #trending",affordable,modern,322,302,101,72
reel_502,product_27,user_191,Beauty,"#trending, #shopnow, #sale",innovative,modern,871,227,131,123
reel_503,product_395,user_29,Home Decor,"#new, #trending, #shopnow","affordable, exclusive",minimalistic,685,364,101,118
reel_504,product_565,user_122,Home Decor,"#discount, #trending","affordable, exclusive",colorful,791,215,18,120
reel_505,product_28,user_157,Electronics,#trending,"affordable, exclusive, innovative",vintage,625,435,81,18
reel_506,product_643,user_7,Home Decor,"#sale, #trending",affordable,colorful,287,183,278,174
reel_507,product_136,user_14,Home Decor,"#discount, #trending","popular, innovative, affordable",modern,942,14,128,141
reel_508,product_462,user_156,Beauty,"#shopnow, #new, #trending","popular, stylish, exclusive",vintage,853,156,88,119
reel_509,product_51,user_74,Sports,"#new, #sale",stylish,luxury,662,135,212,165
reel_510,product_380,user_77,Fashion,"#sale, #trending",innovative,minimalistic,961,260,142,180
reel_511,product_212,user_114,Home Decor,#trending,popular,luxury,638,156,64,60
reel_512,product_327,user_122,Electronics,"#discount, #sale","innovative, popular",minimalistic,154,46,75,163
reel_513,product_762,user_136,Sports,"#new, #shopnow","stylish, popular",vintage,489,323,198,167
reel_514,product_380,user_190,Electronics,"#new, #shopnow",popular,vintage,385,331,142,29
reel_515,product_753,user_75,Sports,"#sale, #discount","exclusive, popular",minimalistic,985,172,92,8
reel_516,product_832,user_153,Electronics,#new,"popular, stylish",modern,784,129,223,63
reel_517,product_253,user_115,Fashion,"#shopnow, #trending, #new","innovative, stylish, exclusive",luxury,103,410,290,160
reel_518,product_82,user_106,Beauty,"#shopnow, #trending, #discount",innovative,minimalistic,928,94,101,119
reel_519,product_20,user_80,Beauty,"#new, #discount","innovative, exclusive",colorful,392,114,266,51
reel_520,product_540,user_130,Beauty,"#discount, #sale, #trending","exclusive, affordable, popular",modern,810,242,109,88
reel_521,product_1000,user_50,Home Decor,"#new, #discount, #shopnow","exclusive, innovative, affordable",luxury,245,419,264,141
reel_522,product_350,user_23,Beauty,#trending,exclusive,luxury,175,291,2,52
reel_523,product_651,user_148,Electronics,"#new, #discount, #shopnow","innovative, popular, stylish",modern,38,281,84,186
reel_524,product_782,user_100,Fashion,"#shopnow, #discount, #sale",popular,colorful,476,298,281,77
reel_525,product_652,user_78,Home Decor,#trending,"stylish, affordable, exclusive",luxury,681,282,116,40
reel_526,product_755,user_113,Electronics,"#trending, #new","stylish, popular",modern,758,68,220,195
reel_527,product_950,user_53,Home Decor,"#new, #shopnow","exclusive, stylish",vintage,537,147,153,67
reel_528,product_200,user_53,Electronics,"#discount, #new, #trending","innovative, stylish",minimalistic,866,10,152,7
reel_529,product_21,user_90,Electronics,"#shopnow, #discount",popular,vintage,817,253,11,1
reel_530,product_153,user_200,Sports,"#trending, #shopnow","popular, exclusive, affordable",luxury,920,329,132,104
reel_531,product_127,user_58,Electronics,#trending,"exclusive, stylish",vintage,407,359,292,124
reel_532,product_670,user_184,Home Decor,"#trending, #new, #discount","stylish, popular",colorful,524,37,299,109
reel_533,product_564,user_99,Home Decor,"#sale, #trending, #shopnow","exclusive, innovative",luxury,827,133,227,85
reel_534,product_218,user_25,Home Decor,"#sale, #shopnow",stylish,minimalistic,505,199,270,168
reel_535,product_700,user_171,Electronics,#discount,"affordable, exclusive, stylish",minimalistic,902,22,42,119
reel_536,product_767,user_91,Beauty,"#sale, #shopnow, #trending","stylish, popular, exclusive",minimalistic,824,302,20,126
reel_537,product_168,user_180,Fashion,"#sale, #shopnow, #trending","affordable, innovative",colorful,35,345,106,182
reel_538,product_608,user_90,Fashion,"#trending, #sale, #new",popular,minimalistic,684,301,116,15
reel_539,product_748,user_18,Beauty,"#new, #trending",stylish,vintage,19,362,123,61
reel_540,product_115,user_137,Home Decor,#new,innovative,vintage,320,395,280,112
reel_541,product_820,user_170,Fashion,"#trending, #shopnow","popular, affordable",luxury,775,217,291,175
reel_542,product_965,user_64,Sports,"#trending, #sale, #discount","innovative, stylish, exclusive",minimalistic,511,140,202,157
reel_543,product_109,user_70,Home Decor,"#new, #shopnow, #trending","popular, affordable",colorful,399,103,50,11
reel_544,product_26,user_13,Fashion,"#shopnow, #new","exclusive, innovative, popular",modern,653,445,270,34
reel_545,product_312,user_109,Sports,"#discount, #trending, #new","stylish, affordable, popular",vintage,971,209,276,10
reel_546,product_678,user_179,Electronics,"#trending, #discount, #new",popular,luxury,882,472,140,63
reel_547,product_959,user_171,Beauty,"#shopnow, #discount, #new","popular, exclusive",vintage,470,480,274,49
reel_548,product_397,user_143,Fashion,"#shopnow, #new, #trending","exclusive, popular",vintage,142,110,289,148
reel_549,product_716,user_186,Beauty,"#shopnow, #trending",popular,luxury,91,103,51,68
reel_550,product_76,user_128,Fashion,#discount,"exclusive, innovative",vintage,353,315,26,47
reel_551,product_691,user_159,Sports,"#new, #discount","popular, stylish",vintage,833,170,156,19
reel_552,product_628,user_102,Electronics,"#trending, #new",exclusive,colorful,799,459,238,100
reel_553,product_102,user_25,Beauty,#sale,"popular, innovative",modern,726,491,155,194
reel_554,product_773,user_41,Electronics,"#trending, #new, #shopnow","innovative, popular, affordable",luxury,958,355,290,171
reel_555,product_851,user_28,Electronics,"#shopnow, #sale","exclusive, stylish, innovative",luxury,853,495,135,160
reel_556,product_601,user_159,Sports,"#discount, #shopnow, #trending","popular, stylish",minimalistic,50,323,143,188
reel_557,product_122,user_6,Fashion,#discount,"affordable, innovative",modern,664,132,105,136
reel_558,product_984,user_111,Electronics,"#shopnow, #trending",affordable,vintage,697,375,157,67
reel_559,product_783,user_74,Electronics,#shopnow,exclusive,colorful,574,292,145,34
reel_560,product_348,user_161,Beauty,"#trending, #discount","affordable, stylish",minimalistic,189,327,1,64
reel_561,product_429,user_111,Electronics,"#discount, #shopnow, #sale","stylish, exclusive, affordable",luxury,124,126,76,7
reel_562,product_371,user_123,Beauty,#discount,exclusive,modern,149,105,131,44
reel_563,product_506,user_18,Beauty,"#trending, #new","popular, stylish",colorful,313,496,89,86
reel_564,product_342,user_62,Fashion,#discount,"exclusive, affordable",luxury,569,91,262,174
reel_565,product_850,user_200,Home Decor,"#trending, #new, #shopnow","affordable, stylish",vintage,341,286,107,167
reel_566,product_823,user_144,Fashion,"#shopnow, #new, #trending","stylish, exclusive, affordable",minimalistic,304,377,73,75
reel_567,product_106,user_106,Electronics,#sale,"popular, innovative, stylish",modern,691,392,38,181
reel_568,product_961,user_154,Beauty,#trending,"stylish, exclusive",minimalistic,681,50,158,75
reel_569,product_636,user_165,Fashion,"#sale, #discount","affordable, exclusive",vintage,837,28,70,173
reel_570,product_829,user_15,Beauty,"#discount, #new, #shopnow","popular, exclusive, affordable",vintage,782,461,240,46
reel_571,product_708,user_195,Sports,"#discount, #trending, #shopnow","affordable, innovative",luxury,53,295,297,14
reel_572,product_436,user_129,Sports,#trending,innovative,minimalistic,443,296,35,104
reel_573,product_734,user_90,Home Decor,#shopnow,exclusive,minimalistic,612,213,83,146
reel_574,product_966,user_137,Fashion,#trending,"stylish, popular",minimalistic,992,266,262,25
reel_575,product_271,user_69,Fashion,#new,"stylish, exclusive, innovative",minimalistic,263,406,171,51
reel_576,product_809,user_176,Electronics,"#trending, #discount",stylish,colorful,52,256,172,92
reel_577,product_539,user_157,Beauty,"#sale, #trending, #shopnow",popular,luxury,571,301,46,149
reel_578,product_484,user_128,Fashion,#sale,"popular, exclusive",modern,619,100,140,20
reel_579,product_436,user_37,Electronics,"#trending, #new","exclusive, affordable",colorful,4,404,117,50
reel_580,product_732,user_194,Sports,"#new, #discount","popular, affordable, stylish",minimalistic,102,345,276,37
